,0
868,"Түркістан облысының полиция қызметкерлері 3 жыл бойы мал ұрлаған қылмыстық топты ұстады, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz порталына"
869,"Бүгін түнде Минск және Беларусьтің басқа қалаларында президент сайлауының нәтижесіне қарсы жаппай наразылық шарасы өтті, - деп хабарлайды Tengrinews.kz"
870,"Беларусь президенттігіне үміткер Светлана Тихановская өз сайлаушыларына видеоүндеу жолдады, - деп хабарлайды Tengrinews.kz тілшісі."
871,"Алматыда ер адам тұрғын үй кешеніндегі адамдарға 3 рет оқ атты, - деп хабарлайды Tengrinews.kz тілшісі."
872,"Жамбыл облысының полиция департаменті Қасқабұлақ ауылында болған ""тәртіпсіздікке"" қатысты түсінік берді, - деп хабарлайды Tengrinews.kz тілшісі."
873,"Алматыда полиция дрифт жасаған жүргізушіні ұстады, - деп хабарлайды Tengrinews.kz тілшісі қалалық полиция департаментінің баспасөз қызметіне"
874,"Маңғыстау облысында ер адам карантин кезінде 40 адамға той жасаған, - деп хабарлайды Polisia.kz."
875,"Алматыда карантин талабын бұзған 700-ден аса мейрамхана мен дәмханаға айыппұл салынды, - деп хабарлайды Almaty.tv телеарнасы."
876,"Алматыда полиция жолда дрифт жасаған жүргізушіні іздеп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
877,"Қостанай облысында синтетикалық есірті сатқан ер адам ұсталды, - деп хабарлайды Polisia.kz."
878,"Ақтауда саунаға барған 40-қа жуық адам ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Маңғыстау облысы ПД баспасөз қызметіне сілтеме жасап."
879,Төрт күн бұрын хабар-ошарсыз кеткен Глубокое ауданының 40 жастағы тұрғыны Лариса Гусак өлі табылды. Бұл туралы облыс полициясының Instagram-дағы
880,"Нұр-Сұлтан полицейлері елордалық демалыс орнында ұзату той жасағандарды анықтады, - деп хабарлайды Tengrinews.kz тілшісі."
881,"Алматыда элиталы сауна және қымбат бильярд клубы карантин кезінде жұмыс істеген, - деп хабарлайды Polisia.kz."
882,"Алматыда маска тақпаған 2002 тұрғынға айыппұл салынды. Бұл туралы қаланың бас санитар дәрігер Жандарбек Бекшин айтты, - деп хабарлайды Tengrinews.kz тілшісі."
883,"Солтүстік Қазақстан облысында Петропавл тұрғындары ауыл шіркеуінде отбасылық мереке өткізген, - деп хабарлайды Polisia.kz."
884,"Қостанай тұрғынынан ұйықтап жатқаны үшін ""сөгіс"" алған полицей жұмыстан шығарылды, - деп хабарлайды Tengrinews.kz тілшісі."
885,"Атырауда ер адам кәмелетке толмаған қызды зорламақ болды, - деп хабарлайды Tengrinews.kz тілшісі облыстық полиция департаментіне сілтеме"
886,"Солтүстік Қазақстан облысының полицейлері аймақта маньяк пайда болды деген хабарламаға түсініктеме берді, - деп хабарлайды Polisia.kz."
887,"Ақтауда өткен түнде нөсер жауып, қала көшелері мен үйлерді су басты, - деп хабарлайды Tengrinews.kz тілшісі."
888,"Елордада ер адам болып танысып, тұрғындарды алдаған алаяқ әйел ұсталды, - деп хабарлайды Tengrinews.kz тілшісі қалалық полиция департаментінің"
889,"Қостанай тұрғыны патруль көлігінде ұйықтап жатқан полицейді видеоға түсірді, - деп хабарлайды Tengrinews.kz тілшісі."
890,"Алматы облысында жеңіл автомобиль мен жүк көлігі соқтығысып, 4 адам зардап шекті, - деп хабарлайды Tengrinews.kz тілшісі. "
891,"Екібастұз полициясы және әкімдік қызметкерлерінен құралған арнайы мониторинг тобының мүшелері көпшілік келетін жиынға дайындықты тоқтатты, -"
892,"Елорданың ойын-сауық орындарында бірқатар карантин режимін бұзған нысан анықталды, - деп хабарлайды Tengrinews.kz тілшісі елордалық әкімдіктің"
893,2020 жылдың басынан бері Каспий теңізінде 7 адам суға батып кеткен. Бұл туралы Маңғыстау облысы ТЖД азаматтық қорғаныс бөлімінің басшысы Ратбек
894,Алматы қаласы Полиция департаментінің басшысы Қанат Таймерденов ішкі істер органдарын модернизациялау полицейлердің жалақысына қалай әсер еткенін
895,"Алматыда 360-тан аса қосымша ""Сергек"" камерасы орнатылады. Бұл туралы қалалық полиция департаментінің басшысы Қанат Таймерденов айтты, - деп"
896,"Қостанай қаласының орталығында мысыққа қорлық көрсеткен тұрғын психодиспансерде емделетін болды, - деп хабарлайды Tengrinews.kz тілшісі."
897,"Нұр-Сұлтанда жаппай төбелес болды. Instagram желісінде оқиғаның видеосы жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
898,"Марқұм Бибіжамал Аблазимованың әпкесі Гүлжан Сырбайқызы Маңғыстау облысының тұрғындарына видео үндеу жасады, - деп хабарлайды Tengrinews.kz тілшісі."
899,"Есірткі бизнесімен күресушілер есірткі сатумен айналысқан Қапшағай қаласының 33 жастағы тұрғынын ұстады, - деп хабарлайды Polisia.kz."
900,"Елордада 6 жастағы бала мысықты үйдің алтыншы қабатынан лақтырып жіберді, - деп хабарлайды Tengrinews.kz тілшісі."
901,"Маска тағудан бас тартқан Атырау - Ақтау әуе рейсінің жолаушысы ұшақ бортынан шығарылды, - деп хабарлайды Tengrinews.kz тілшісі көліктегі полиция"
902,"Алматыда ер адам тәртіп сақшысына оқ атты, - деп хабарлайды Tengrinews.kz тілшісі."
903,"Қостанай облысында карантин талабын бұзған ер адам полиция қызметкеріне шабуыл жасады, - деп хабарлайды Tengrinews.kz тілшісі. "
904,"Қызылорда тұрғыны коронавирус пен пневмония жұқтырғандарды ""емдеудің"" ерекше әдісін тапты, - деп хабарлайды Tengrinews.kz тілшісі."
905,"Алматыда жүк көлігі самокат тепкен ер адамды қағып кетті, - деп хабарлайды Tengrinews.kz тілшісі."
906,"Интернетте Джордж Флойдты ұстау сәті түсірілген жаңа видео жарияланды, - деп хабарлайды Tengrinews.kz тілшісі Dailymail басылымына сілтеме жасап. "
907,"Оралда жантүршігерлік жол апаты болды, - деп хабарлайды Tengrinews.kz тілшісі ""Мой город"" порталына сілтеме жасап."
908,"Карантин кезінде жұмыс істеп тұрған астанадағы кафенің келушілері төбелесіп қалған, - деп хабарлайды Polisia.kz. "
909,"Үлкен Алматы өзеніне Range Rover маркалы көлігімен кірген жүргізуші табылды, - деп хабарлайды Tengrinews.kz тілшісі."
910,"Полиция Football Land футбол алаңының ғимаратына түн ортасында рейд жүргізді, - деп хабарлайды Polisia.kz."
911,"Алматыда жоғалып кеткен 12 жастағы қыз үйіне оралуға қорқып, көшеде түнеген, – деп хабарлайды Polisia.kz."
912,"Алматы қаласының Наурызбай ауданында карантинге қарамастан жұмыс істеп тұрған сауна анықталды, - деп хабарлайды Polisia.kz."
913,"Полиция Сәтбаевтағы тәртіпсіздікті ұйымдастырды деген күдікпен 16 тұрғынды қамауға алып, екі тұрғынға іздеу жарияланды. Бұл туралы қала прокуроры"
914,"Атырауда полиция 1,5 жастағы баланың өліміне байланысты істі жапты, - деп хабарлайды Tengrinews.kz тілшісі ""Ақ Жайық"" газетіне сілтеме жасап. "
915,"Кездейсоқ куәгер қызды құтқарды. Бұл туралы блогер Алексей Цой Instagram-дағы парақшасында жазды, - деп хабарлайды Tengrinews.kz тілшісі."
916,"Алматыда әкесі мен баласын қағып кеткен мас жүргізуші 8 жылға көлік жүргізу құқығынан айырылды, - деп хабарлайды Tengrinews.kz тілшісі қалалық"
917,"Қытайдың Шэньчжэн қаласында үйдің сегізінші қабатынан құлаған ер адам аман қалды, - деп хабарлайды Tengrinews.kz тілшісі Daily Mail басылымына"
918,"Ішкі істер министрлігі Сәтбаев қаласындағы 5 жасар қызды зорлады деп күдікке ілінген ер адамды наразы топтан қалай құтқарғанын айтты, - деп"
919,"Атырауда карантин талабын сақтамаған тұрғындарға 2 миллион теңге көлемінде айыппұл салынды, - деп хабарлайды ""Мой ГОРОД""."
920,"Алматыда ер адам мен бір жасар баланы көлік қағып кетті. Полиция істі тергеуге алды, - деп хабарлайды Tengrinews.kz тілшісі."
921,"Санкт-Петербургтағы пәтерлердің бірінде украиналық рэпер Энди Картрайттың мәйіті табылды, - деп хабарлайды Tengrinews.kz тілшісі Neva.Today"
922,"Белсенді Руслан Жанпейісов (шын есімі - Бейбарыс Райымбеков) бір жылға бас бостандығынан айырылды, - деп хабарлайды Tengrinews.kz тілшісі Шымкент"
923,Алматылық тәртіп сақшылары жедел-профилактикалық шара жүргізу барысында жасырын жұмыс істеген боди-массаж салонын анықтады. Бұл туралы Алмалы
924,"Оралда карантин талабын бұзған нысандар анықталды, - деп хабарлайды ""Мой город"" порталы."
925,"Ақмолада бір күнде 200-ден аса карантин режимін бұзу дерегі тіркелген, - деп хабарлайды Tengrinews.kz тілшісі өңірдің ПД баспасөз қызметіне"
926,"Арқалық полицейлері бесінші қабаттан құлап кете жаздаған ер адамды құтқарып қалды, - деп хабарлайды Tengrinews.kz тілшісі."
927,"Сарысу аудандық полиция бөлімінің басшысы Қуаныш Бекқожаев қол астындағыларға қол көергені үшін қызметінен босатылды, - деп хабарлайды Tengrinews.kz"
928,"Алматыда екі қызды аяусыз соққыға жыққан адам ұсталды, - деп хабарлайды Tengrinews.kz тілшісі."
929,"Алаяқтар Қазақстанның халық әртісі Роза Рымбаеваның атын пайдалып, ақша ""таратқаны"" белгілі болды, - деп хабарлайды Tengrinews.kz тілшісі."
930,"Алматыда педофилді ұстаған полиция майоры Бақытжан Бәкіров ІІ дәрежелі “Айбын” орденімен марапатталды, - деп хабарлайды Tengrinews.kz"
931,"Сәтбаевтағы тәртіпсіздік кезінде Жезқазған қаласы полиция департаментінің басшысы Амангелді Кұрмановқа шабуыл жасалған, - деп хабарлайды Tengrinews.kz тілшісі."
932,"Түркістан облысы әкімінің орынбасары Сәкен Қалқаманов Шорнақ қаласында заңға қайшы әрекеттерге шақырған төрт адамның ұсталғанын мәлімдеді, -"
933,"Петропавлда 34 жастағы ер адам әйелдің 4 миллион теңге салынған пакетін ұрлап кетті, - деп хабарлайды Tengrinews.kz тілшісі."
934,"Полиция қызметкері жасөспірім қызды зорлады деген күдікке ілінді. Бұл туралы ""НеМолчи"" қорының өкілдері әлеуметтік желіде жазды, - деп хабарлайды"
935,"Алматы маңында дәрі-дәрмек жасайтын жасырын ірі цех анықталды, - деп хабарлайды Tengrinews.kz тілшісі қалалық прокуратураға сілтеме жасап."
936,"Куәгерлер Сәтбаевта болған тәртіпсіздіктің фотосы мен видеосын жариялады, - деп хабарлайды Tengrinews.kz тілшісі."
937,"Нұр-Сұлтаннан шығаберісте полиция бекеттері орнатылды, - деп хабарлайды Tengrinews.kz тілшісі."
938,"Шорнақ елді мекеніндегі тұрмыстық жанжалды арандатушылар өз пайдасына шешкісі келген, тәртіпсіздік ұйымдастыруды көздеп отырған. Бұл туралы"
939,"Сәтбаев қаласындағы оқиғаның мән-жайын белгілі болды, деп хабарлайды Tengrinews.kz тілшісі."
940,"Алматы облысында ер адам жол апатынан қаза тапты, деп хабарлайды Tengrinews.kz тілшісі Polisia.kz порталына сілтеме жасап. "
941,"Түркістан облысында учаскелік полиция инспекторының жедел-әрекеті арқасында бұзақылық тоқтатылған, - деп хабарлайды Tengrinews.kz тілшісі."
942,"Mercedes-Benz G-класс көлігінің жүргізушісі Нұр-Сұлтанның орталығында жол ережесін өрескел бұзды, - деп хабарлайды Tengrinews.kz тілшісі."
943,"Мемлекеттік техникалық қызмет қазақстандықтардың алаятық деректеріне шағымы артқанын айтты, деп хабарлайды Tengrinews.kz. "
944,Бүгін Нұр-Сұлтан қаласы әкімінің орынбасары Бахтияр Макеннің төрағалығымен бейнебайланыс арқылы коронавирус инфекциясымен күрес жөніндегі штаб
945,"Ақсай қаласында карантин кезінде жекеменшік үйлердің бірінде тұрғынның туған күн тойлағаны анықталды, деп хабарлайды Tengrinews.kz тілшісі Polisia.kz"
946,"Елордада қоғам белсенділері 30 жыл құлдықта болған екі тұрғынға көмектесуге ниетті, деп хабарлайды Tengrinews.kz тілшісі ""Астана"" телеарнасына"
947,"Күшейтілген карантин режиміне қарамастан Павлодар мен Оралда той ұйымдастырғандар анықталды, - деп хабарлайды Tengrinews.kz тілшісі."
948,Қызылорда облысында Полиция департаменті бейнебақылау камерасына жазылған видеоны таратты. Онда екі кәмелетке толмаған жасөспірімнің төбелесі
949,"Алматыда масканы ірі көлемде шетелге шығарып, сатпақ болған ұйымдасқан қылмыстық топ ұсталды, деп хабарлайды Tengrinews.kz тілшісі Polisia.kz"
950,"Қызылорда облысында полиция департаментінің есірткі қылмысына қарсы іс-қимыл басқармасының бөлім басшысы пара алды деген күдікке ілінді, - деп"
951,"Сыбайлас жемқорлыққа қарсы іс-қимыл агенттігінің қызметкері болып танысқан алаяқ заңға қайшы әрекеттер жасаған, - деп хабарлайды Tengrinews.kz"
952,"Индонезияда 12 жастағы 45 жастағы ер адамға тұрмысқа шықты, деп хабарлайды Tengrinews.kz тілшісі Asianetnews-ке сілтеме жасап.  "
953,"Павлодар облысында есірткі сату айналысқан 2 қылмыстық топ ұсталды, деп хабарлайды Tengrinews.kz тілшісі облыстық полиция департаментінің баспасөз"
954,"АҚШ-тың Миннеаполис қаласында полицей тұтқындағаннан кейін афроамерикалық Джордж Флойд қайтыс болғанға дейін 20 реттен астам ""дем ала алмай"
955,"5 шілдеде Қасым-Жомарт Тоқаевтың тапсырмасы бойынша Ішкі істер министрлігі жергілікті рейдтік іс-шаралар өткізді, - деп хабарлайды Polisia.kz."
956,"Алматыда үйде той жасағандар ұсталды, - деп хабарлайды Tengrinews.kz тілшісі."
957,"Мәскеудің солтүстігіндегі дәмханада полиция қылмыс әлемінің серкелерін ұстады, - деп хабарлайды Tengrinews.kz тілшісі ""Коммерсант"" басылымына"
958,"Ақтөбеде есірткі шегіп, көлік айдаған 23 жастағы жүргізуші ұсталды, деп хабарлайды Tengrinews.kz тілшісі ""Мой город"" порталына сілтеме жасап."
959,"Көкшетау тұрғыны баласынан тергеушінің әрекеті салдарынан айырылып қалғанын айтты. Ол күйеуіне қатысты істі жүргізген, - деп хабарлайды Кокшетау"
960,"Шымкентте кәмелетке толмаған екі қызды зорламақ болған адам ұсталды, - деп хабарлайды Polisia.kz. "
961,"Маңғыстау облысында әйел адам жаңадан туған сәбиін несиесін қарызын төлеу үшін сатып жіберген, - деп хабарлайды Polisia.kz."
962,"Атлантада Рэйшард Брукстің қазасынан кейін басталған наразылық шарасының қатысушылары афроамерикалық атылған кафені өртеп жіберді, - деп"
963,"Семейде жаяу жүргіншіні көлікпен қағып, оқиға орнынан ізін суытқан жүргізуші ұсталды -, деп хабарлайды Tengrinews.kz тілшісі."
964,"Заңсыз митингілерді ұйымдастырмақшы болғаны үшін 53 адам ұсталды, деп хабарлайды Tengrinews.kz ішкі істер министрлігінің баспасөз қызметіне"
965,"Америкалық рэп орындаушысы Канье Уэст қаза тапқан афроамерикалық Джордж Флойдтың алты жасар қызын оқытуға екі миллион доллар бермек, - деп хабарлайды"
966,"Қарағанды қаласында тәртіп сақшысының үстінен қозғалған қылмыстық іске нүкте қойылды, - деп хабарлайды Tengrinews.kz тілшісі. "
967,"Желіде Алматы облысында бірнеше жігіт күшікті тірідей өртеп жіберген видео пайда болды, - деп хабарлайды Tengrinews.kz тілшісі."
968,"Нұр-Сұлтан қаласында жол апаты салдарынан Volkswagen Touareg көлігі аударылды, - деп хабарлайды Tengrinews.kz тілшісі."
969,Алматыдағы блокбекетте қайтыс болған 26 жастағы полицей Дастан Әбдіқановтың анасы мен әйелі жол апатына кінәлі адам өмір бойына бас бостандығынан
970,"Help_animals_atyrau_Доброе Сердце қорының мүшелері Атырау облысының тұрғыны тоңазытқыштың есігімен қылғындырған итті қалай тапқанын айтты, -"
971,"Петропавл қаласының тұрғыны жануарға қатыгездік жасағаны үшін жауапқа тартылды, - деп хабарлайды Polisia.kz."
972,"Миннеаполистегі ресми сот-медициналық сараптама афроамерикалық Джордж Флойдты қылғындырудан өлді деген қорытынды шығарды, - деп хабарлайды РИА"
973,"Павлодар қаласында психикалық ауытқуы бар балаларды төсекке таңып, ұрып-соққан орталық қызметкерлері сотталды, деп хабарлайды ""Астана"" телеарнасы. "
974,"Қарағанды облысы Шашубай кентінде үш қабатты үйдің балконы опырылды, - деп хабарлайды Tengrinews.kz тілшісі жергілікті ""Өркен Медиа"" телеарнасына"
975,"Алматыда армян нөмірімен жүрген автокөліктерді есепке ала бастады, - деп хабарлайды Tengrinews.kz тілшісі. Бұл туралы Әкімшілік полиция басқармасының"
976,"Америкалық Джордж Флойдтың өлімі қоғамда наразылық тудырды. АҚШ қалаларынан кейін Берлин және Лондонда жаппай наразылық акциясы басталды, -"
977,"ІІМ басшысы Ерлан Тұрғымбаев блокбекет жұмысына тартылған қызметкерлерге алғыс айтты, - деп хабарлайды Polisia.kz."
978,"Маңғыстау облысында желіде жарияланған жазбадан соң полиция қызметкерлеріне қатысты тәртіптік шара қолданылды, - деп хабарлайды Tengrinews.kz"
979,"АҚШ тұрғыны зейнетақы алу үшін 15 жыл бойы әжесінің денесін жертөледе сақтаған, - деп хабарлайды Tengrinews.kz тілшісі Fox News арнасына сілтеме"
980,"Биыл алғашқы 4 айдың қорытындысы бойынша, Нұр-Сұлтанда 1161 алаяқтық дерегі тіркелген. Бұл 1278 жәбірленуші мен 2 миллиард 864 миллион теңге"
981,"Қаржы пирамидасы 5 мыңға жуық қазақстандықты алдап кетті, деп хабарлайды ""Еуразия"" бірінші арнасы."
982,"Қостанай облысы Жітіқара қаласындағы зираттан нәрестенің денесі табылды, деп хабарлайды Tengrinews.kz тілшісі."
983,"Бурабайда жылдамдықты шамадан тыс асырған шенді тәртіп сақшысы адам қағып кеткен. Төлем терминалына барып, жолақысын төлеп тұрған кісі сол жерде"
984,"Алматыда сеніп тапсырылған мүлікті талан-таражға салғаны үшін ""Транстелеком"" АҚ-ның бұрынғы басшысы Асқар Нәсенов сотталды, деп хабарлайды Tengrinews.kz"
985,Миннеаполис қаласында 46 жастағы афроамерикалық жігіттің өлімі жергілікті тұрғындардың ашуын тудырды. Бейбіт басталған ереуілдің соңы жаппай
986,"Құқық қорғау органдары iPhone телефонын 200 мың теңгеден сатамын деп алдаған елорданың 23 жастағы тұрғынын ұстады, - деп хабарлайды Tengrinews.kz"
987,"Павлодар облысының полицейлері мектеп оқушысын игі ісі үшін марапаттады. Бала көшеден телефон тауып алып, оны полиция бөлімшесіне әкеліп берген,"
988,"Елордада жүргізуші зейнеткерден қомақты ақша ұрлап, Toyota Camry 70 көлігін сатып алған, - деп хабарлайды Polisia.kz ."
989,Алматыда блокбекетте екі полицейді қағып өлтірген BMW жүргізушісі екі айға қамалды. Бұл туралы Алматы облысы Қарасай аудандық сотының отырысында
990,"Алматы қаласының әкімі Бақытжан Сағынтаев блокбекетте болған апат салдарынан көз жұмған екі полицейдің отбасына пәтер берілетінін айтты, - деп"
991,"Ақмолалық жоғалған жігітті полицейлер 9 жылдан кейін тапты, - деп хабарлайды Polisia.kz."
992,Түрксіб ауданының прокуратурасы Алматы қаласы Полиция департаментінің экс-басшысы Серік Күдебаевтың ұлының өліміне қатысты іс қалай өрбігенін
993,"Нұр-Сұлтанда төрт ер адам 17 жастағы қызды зорлады деген күдікке ілінді, - деп хабарлайды Tengrinews.kz тілшісі."
994,Қаржы мониторингі комитеті Алматы облысы бойынша экономикалық тергеу департаментінің қызметкерлері 38 жастағы тұрғынға Adidas компаниясына 19
995,"Қостанай облысы Алтынсарин ауданында жоғалған 17 жастағы Руслан Жуванышевтің ісіне қатысты жаңа деректер шықты. Оны үш аптадан бері іздеп жатыр,"
996,"Елордалық қыздар әлеуметтік желілердегі алаяқтардың кесірінен зардап шекті, - деп хабарлайды Tengrinews.kz қалалық полиция департаментінің баспасөз"
997,"Павлодар қаласында әлеуметтік желі арқылы алаяқтық жасады деп күдікке ілінген қылмыстық топ ұсталды, - деп хабарлайды Tengrinews.kz тілшісі"
998,"Орал қаласында ұрылар Ұлы Отан соғысы ардагерінің ордендерін қолды етті, деп хабарлайды Tengrinews.kz тілшісі."
999,"Қарағанды қаласында суға батып бара жатқан ер адам құтқарылды, деп хабарлайды Tengrinews.kz тілшісі."
1000,"Батыс Қазақстан облысында полиция қызметкерлеріне шабуыл жасалды, - деп хабарлайды Tengrinews.kz Polisia.kz-ке сілтеме жасап."
1001,"Қостанайда шағын аудан тұрғындары көшеде жатқан дорба үшін эвакуациялады, - деп хабарлайды Tengrinews.kz тілшісі ""Алау"" басылымына сілтеме жасап."
1002,"Ақтауда бір топ адамның ұсталған сәті видеоға түсірілді, - деп хабарлайды Tengrinews.kz тілшісі ""Ладаға"" сілтеме жасап."
1003,"Алматыда маска таққан ер адамға іздеу жарияланды, - деп хабарлайды Tengrinews.kz қаланың Полиция департаментінің баспасөз қызметіне сілтеме"
1004,"Боди-массаж туралы видеодағы алматылық полицей жұмыстан шығарылды, - деп хабарлайды Tengrinews.kz тілшісі қалалық полиция департаментінің баспасөз"
1005,"Кения астанасы Найробиде полиция қызметкерлері карантин талабын бұзған баланы атып тастады, - деп хабарлайды Тengrinews.kz тілшісі Lenta.ru"
1006,"Көкшетау қаласында зейнеткерлерді жауыздықпен өлтірген күдікті ұсталды, -  деп хабарлайды Tengrinews.kz тілшісі."
1007,"Атырау облысы полиция департаменті басшысының орынбасары Берік Амангелді коронавирус жұқтырды, - деп хабарлайды ""Ақ Жайық"". "
1008,Маңғыстау облысында полицейдің әйелі коронавирус жұқтырған. Бұл облыстағы бүгін белгілі болған алтыншы оқиға. Бұл туралы қоғамдық коммуникация
1009,"Елордалық полиция департаменті арнайы режимде жұмысын жалғастырады, - деп хабарлайды Tengrinews.kz тілшісі Нұр-Сұлтан қаласы әкімдігінің ресми"
1010,"Нұр-Сұлтан қаласының полициясы әлеуметтік желіде тараған видеоға қатысты түсінік берді, - деп хабарлайды Tengrinews.kz тілшісі."
1011,"Алматыда төтенше жағдай режимін бұзғаны үшін әнші Арман Қоңырбаев жауапқа тартылды, деп хабарлайды Tengrinews.kz тілшісі қалалық полиция департаментінің"
1012,"Қостанай облысы Жітіқара қаласында жүздеген полицей үйдегі карантинге жіберілді, - деп хабарлайды Tengrinews.kz тілшісі."
1013,"Атырау және Қостанай облыстарында Өзбекстан азаматтары патрульдік полиция қызметкерлеріне пара ұсынған, - деп хабарлайды Tengrinews.kz тілшісі."
1014,"Алматыда карантин кезінде рестобар жұмыс істеген. Мұнда түн ішінде келушілердің қатарында жасөспірімдер мен шетелдіктер бар, - деп хабарлайды"
1015,"Алматыда қолына қару асынған ер адам полиция қызметкерінің аяғын басып, оқиға орнынан қашып кетпек болған. Бұған дейін бұл туралы Қазнет қолданушылары"
1016,"Іле ауданының төрт тұрғыны WhatsApp мессенджері арқылы полиция мен дәріхананың екі қызметкері коронавирус жұқтырды деген жалған ақпарат таратқан,"
1017,"Үй-күйі жоқ кезбелер мен қайыршылардың ""жоғалуын"" Алматы полиция департаменті өкілі түсіндірді, - деп хабарлайды Tengrinews.kz тілшісі."
1018,"Алматы облысында учаскелік полиция инспекторына шабуыл жасаған ер адам құрықталды, - деп хабарлайды Polisia.kz."
1019,"Нұр-Сұлтан қаласы полиция департаментінің басшысы Ержан Сәденов карантин тәртібін бұзған 86 адам қамауға алынғанын айтты, деп хабарлайды Tengrinews.kz"
1020,"Алматы қаласында Ұлттық ұлан жауынгерлері шепбекеттерді айналып өтпек болған 4 адамды қолға түсірді, деп хабарлайды Tengrinews.kz тілшісі Ұлттық"
1021,"30 жастағы жүргізуші Нұр-Сұлтан маңындағы қадағалау бекетін айналып өтіп, жолаушы тасымалдаған, деп хабарлайды Tengrinews.kz тілшісі қалалық"
1022,"Елордада негізсіз қымбат бағамен 5 мың маска және 1200 литр антисептикалық құрал сатылған, - деп хабарлайды ""Хабар 24"" телеарнасы."
1023,"Жеке көлік жүргізушілері жолдың тосқауылынан айналма жолмен жүріп өткізуге уәде берген адамдар ұсталды, - деп хабарлайды Polisia.kz."
1024,"Шығыс Қазақстан облысы полиция департаментінің патрульдік полиция батальонының аға инспекторы сыбайлас жемқорлық қылмысы үшін сотталды, - деп"
1025,Полиция өкілдері Желіде сыртта балаларымен жүрген ата-аналарға айыппұл салынып жатқаны туралы хабарламадағы сурет шын мәнінде қашан түсірілгенін
1026,"Ішкі істер министрі Ерлан Тұрғымбаев ІІМ басшылығының, оның қызметтерінің, сондай-ақ полиция, төтенше жағдайлар департаменттерінің, қылмыстық-атқару"
1027,"Полиция ҰҚК-мен бірігіп, Қазақстанға шетелден келген 50 адамды іздестіріп жатыр, олар коронавирус жұқтырғандармен байланысты болған, - деп хабарлайды"
1028,Оралда 9-сыныпта оқитын қызды зорлағандардың арасында кәмелет жасына толғандардың да бар екені белгілі болды. Қазір осы іске қатысы бар күдіктілер
1029,"Оралдық полицейлер 2017 жылы 89 жастағы әйел мен 91 жастағы ер адамды өлтіріп кеткен қылмыскерлерді әлі таба алмай жүр, - деп хабарлайды ""Мой"
1030,"Қостанай облысы, Екідін аулында 14 ер адамға қатысты қылмыстық іс ақыры сотқа жетпеді, - деп хабарлайды Tengrinews.kz тілшісі."
1031,"Ақтөбеде ер адам бостандығын сотталған екі адамға 2 миллион теңгеге ""сатқан"", - деп хабарлайды ""Диапазон"". "
1032,"Алматыда ""Асар Отау"" тұрғын үй кооперативі салымшыларын тақырға отырғызды, - деп хабарлайды КТК телеарнасы. "
1033,Павлодардағы барлардың бірінде күзетші қонақтардың бірін ауыр соққымен нокаутқа жіберді. Оқиға ғимарат дәлізінде орналасқан бейнеқабылау камерасына
1034,"Шымкент маңындағы әскери бөлімде қару-жарақ ұрлау ісі бойынша тағы бір күдікті ұсталды, - деп хабарлайды Polisia.kz. "
1035,"Түркістан облысында экс-полицей кәмелетке толмаған жасөспірімге сексуалдық зорлық көрсеткені үшін сотталды, - деп хабарлайды Tengrinews.kz тілшісі"
1036,"Жамбыл облысы Қордай ауданындағы тәртіпсіздіктен 19 полиция қызметкері жарақат алды, - деп хабарлайды Polisia.kz."
1037,"Жамбыл облысы Полиция департаментінің бастығы Арман Оразалиев қызметінен босатылды, - деп хабарлайды Tengrinews.kz тілшісі. Хабарлама Ақорда"
1038,Алматы облысында 14 жыл бойы іздеуде жүрген есірткі сатушы ұсталды. Ақтөбе соты 58 жастағы әйелге мемлекетаралық іздеуді 2006 жылдың ақпанында
1039,"Полиция Желіде үй иелері хаскиге оқ атқан видеоға қатысты тергеу жұмыстарын жүргізді. Ведомствоның хабарлауынша, жануар қауып, қорадаға малдарға"
1040,"Астаналық полицей жеті адамды құтқарып қалған, оның ішінде екі бала бар, - деп хабарлайды Tengrinews.kz тілшісі Нұр-Сұлтан қаласы полиция департаментінің"
1041,"Сағат Мәдиев Шығыс Қазақстан облысы Полиция департаментінің басшысы болды, - деп хабарлайды Polisia.kz."
1042,"Белгілі азаматтық белсенді Руслан Жанпейісов Кентауға барып, жергілікті полиция бөлімін видеоға түсірді, - деп хабарлайды Tengrinews.kz тілшісі. "
1043,"Нұр-Сұлтанда ҚР Ішкі істер министрінің орынбасары Арыстанғани Заппаровтың, қала әкімінің орынбасары Бақтияр Мәкеннің және қала прокурорының"
1044,"Түркістан облыстық Полиция департаменті Түркістан полициясын басқарған Данияр Мейірханның қызметі туралы айтты, - деп хабарлайды Оtyrar.kz. "
1045,"Полицейлер алматылық қызды жезөкшелікпен айналысуға мәжбүрлеген күдіктілерді ұстады, - деп хабарлайды Tengrinews.kz тілшісі қалалық Полиция"
1046,"Алматыда 15 жастағы жеткіншек зейнеткерді Жаңа жыл қарсаңында өлтіріп кеткен. Бұл туралы қаза тапқан зейнеткердің ұлы, әскери қызметші Роман"
1047,"Белгілі қоғам белсендісі шымкенттік Руслан Жанпейісов Талғарда болып, құқық қорғау органдарын видеоға түсірді. Роликтер блогердің YouTube-арнасында"
