,0
1659,Сен  бір жақ жалған  бір жақ қатар қойып
1660,Сені іздедім жалғаннан қолым сермей
1661,Қайғы жұттым «аһ» десем шықты жалын
1662,Сыртым  сау ішімде  өрт жанған қалың
1663,Күйдірген қалың өрттің зардабынан
1664,Өлгелі тұр сүмірейіп сорлы жаным
1665,Сөзім көзім айтып тұр сүйгенімді
1666,Қуарған сарғайған жүз күйгенімді
1667,Талған жүрек жүдеген солған дене
1668,Сүюдің қолына ен тигенімді
1669,Күнітүн сені іздедім қайғы жедім
1670,«Отқа түскен сорлыңды сүйші» дедім
1671,Төгілген көз жасыма бір иімей
1672,Денеңді аулақ салдың қоспай жігің
1673,Жан ұрдым жаным қидым қайрылмадың
1674,Өміріңше «Кет әрменнен» айрылмадың
1675,Шырылдап көз алдында отта жандым
1676,Тіліңмен де бір аяп қайғырмадың
1677,Күн болған көңілімде сенің сәулең
1678,Болып ем өмірімше сорлы әурең
1679,Міне мен сені тастап кетпекшімін
1680,Қош енді жаныпкүйіп сүйген сәулем
1681,Мен таптым сүймесең де өзіме жар
1682,Керегің жоқ мейірімсіз жолыңа бар
1683,Маған енді ол жармен тыныш рақат
1684,Бәрібір жазыкүзі жауса да қар
1685,Өмірінше бірге тастап кетпегі жоқ
1686,Сен сықылды қайғылы етпегі жоқ
1687,Өзгермес бір қалыпта кең тіршілік
1688,Бірде шаттық бірде мұң жетпегі жоқ
1689,Қош сөулем бермен қара сорлыңды көр
1690,Амандас мен кетейін қолыңды бер
1691,Алдымда құшақ жайып қарсы алатын
1692,Сүйген жарым  мейірімді ол қара жер
1693,Мағжан
1694,Жұмабаев
1695,өлең
1696,Сүйгеніме
1697,Мағжан Жұмабаев өлеңдері
1698,
1699,Сұр құлын
1700,Жазды күні сұр құлын
1701,Сұлу еді сүліктей
1702,Құрық көрсе құлдырап
1703,Жатушы еді еліктей
1704,Алдауға түсіп ұсталып
1705,Тұрғанда құлын байланып
1706,Жүруші еді Әлжан жанында
1707,Сылап сипап айналып
1708,Қыс түсті аяз үскірік
1709,Көк мұздай бұлтсыз аспаны
1710,Отарда жатқан жылқыдан
1711,Арық та келе бастады
1712,Топырлаған арықпен
1713,Сұр да келді тыртиып
1714,Құлыншағын көргелі
1715,Шыға келді Әлжан құнтиып
1716,Сұр құлын жоқ алдында
1717,Жалбыраған жабағы
1718,Томпиды аузы Әлжанның
1719,Салбырады қабағы
1720,Мағжан
1721,Жұмабаев
1722,өлең
1723,Сұр
1724,құлын
1725,сұр құлын
1726,Мағжан Жұмабаев өлеңдері
1727,
1728,Сәлем хат
1729,Сәлем сөзім алыстағы еліме
1730,Алыстағы ақ селеулі беліме
1731,Айдан да айқын сендерді іздеп қайтуым
1732,Күнім бітіп кіргенімше көріме
1733,Қар қаланың тастап қызылжасылын
1734,Сардаланың аңсап жусан сасырын
1735,Қайтуым хақ бір күн қоңыр іңірде
1736,Қар қаладан қашып шығып жасырын
1737, іздеген құшып жолын Мұсаның
1738,Құшқаным рас  деп қала құшағын
1739,Енді қайту құр бос айту емес қой
1740,Құшағында көрдім қанды бейшағым
1741,Түкпір еді тұрған ұзақ үй қылып
1742,Көп кітапты көп тезектей үйдіріп
1743,Бір шетінен лауылдатып от қойып
1744,Кетермінау бәрін күл ғып күйдіріп
1745,Кітап күл боп өлер оттың жалыны
1746,Көкті басар қара бұлттың қалыңы
1747,Тап сол сағат құлағыма келмей ме
1748,Қоңыр жел мен сары белдің зар үні
1749,Зар үн қоймас жанға бойлап жүгірмей
1750,Сол іңірде ақырын сөнген өмірдей
1751,Арқамды аңсап қар қаладан шығармын
1752,Қоңыр жырмен сонау қоңыр іңірдей
1753,Мен қайтармын болмақ үшін елмен ел
1754,Ел бел асса аспақ үшін бірге бел
1755,Аз ғана елдің өмірі құрғыр қалтылдақ
1756,Ел шер тартса тартпақ үшін бірге шер
1757,Қайтуым хақ белді будым тас қылып
1758,«Кет» деме елім енді мені басқа ұрып
1759,Дейтін болсаң «Қой жырыңды жырауым
1760,Қобызымды қиратармын тасқа ұрып
1761,Сөзім осы алыстағы еліме
1762,Алыстағы ақ селеулі беліме
1763,Жатсың демей өзімсің деп баурыңа ал
1764,Қолың беріп мендей саяқ серіңе
1765,Мағжан
1766,Жұмабаев
1767,өлең
1768,Сәлем хат
1769,Мағжан Жұмабаев өлеңдері
